# Date, Value
1960-01,1.018
1960-02,0.999
1960-03,1.023
1960-04,1.050
1960-05,0.998
1960-06,0.998
1960-07,1.053
1960-08,1.029
1960-09,0.993
1960-10,1.024
1960-11,0.994
1960-12,0.995
1961-01,1.017
1961-02,0.953
1961-03,0.959
1961-04,0.995
1961-05,0.983
1961-06,1.024
1961-07,0.988
1961-08,0.975
1961-09,1.062
1961-10,1.013
1961-11,1.023
1961-12,0.980
1962-01,1.009
1962-02,1.030
1962-03,0.995
1962-04,1.043
1962-05,1.016
1962-06,1.028
1962-07,1.021
1962-08,1.098
1962-09,1.045
1962-10,1.017
1962-11,1.077
1962-12,1.019
1963-01,1.066
1963-02,1.005
1963-03,1.028
1963-04,1.078
1963-05,1.099
1963-06,1.088
1963-07,1.084
1963-08,1.084
1963-09,1.055
1963-10,1.084
1963-11,1.098
1963-12,1.150
1964-01,1.136
1964-02,1.080
1964-03,1.151
1964-04,1.137
1964-05,1.137
1964-06,1.184
1964-07,1.206
1964-08,1.212
1964-09,1.169
1964-10,1.195
1964-11,1.225
1964-12,1.255
1965-01,1.223
1965-02,1.243
1965-03,1.227
1965-04,1.237
1965-05,1.310
1965-06,1.339
1965-07,1.309
1965-08,1.355
1965-09,1.350
1965-10,1.334
1965-11,1.379
1965-12,1.429
1966-01,1.397
1966-02,1.460
1966-03,1.350
1966-04,1.470
1966-05,1.464
1966-06,1.468
1966-07,1.497
1966-08,1.451
1966-09,1.521
1966-10,1.555
1966-11,1.606
1966-12,1.563
1967-01,1.571
1967-02,1.598
1967-03,1.657
1967-04,1.657
1967-05,1.648
1967-06,1.696
1967-07,1.701
1967-08,1.743
1967-09,1.710
1967-10,1.737
1967-11,1.751
1967-12,1.735
1968-01,1.803
1968-02,1.817
1968-03,1.824
1968-04,1.831
1968-05,1.810
1968-06,1.853
1968-07,1.868
1968-08,1.867
1968-09,1.898
1968-10,1.926
1968-11,1.981
1968-12,1.940
1969-01,1.952
1969-02,1.951
1969-03,1.903
1969-04,1.967
1969-05,1.977
1969-06,2.054
1969-07,1.980
1969-08,1.999
1969-09,1.993
1969-10,1.961
1969-11,2.033
1969-12,2.022
1970-01,2.024
1970-02,1.972
1970-03,2.040
1970-04,1.954
1970-05,2.011
1970-06,2.056
1970-07,1.956
1970-08,1.964
1970-09,1.978
1970-10,1.953
1970-11,1.914
1970-12,1.955
1971-01,1.912
1971-02,1.949
1971-03,1.897
1971-04,1.960
1971-05,1.879
1971-06,1.881
1971-07,1.903
1971-08,1.829
1971-09,1.859
1971-10,1.877
1971-11,1.776
1971-12,1.815
1972-01,1.802
1972-02,1.802
1972-03,1.726
1972-04,1.707
1972-05,1.746
1972-06,1.723
1972-07,1.705
1972-08,1.691
1972-09,1.644
1972-10,1.654
1972-11,1.639
1972-12,1.591
1973-01,1.651
1973-02,1.593
1973-03,1.526
1973-04,1.564
1973-05,1.498
1973-06,1.534
1973-07,1.529
1973-08,1.453
1973-09,1.490
1973-10,1.457
1973-11,1.454
1973-12,1.470
1974-01,1.391
1974-02,1.360
1974-03,1.341
1974-04,1.329
1974-05,1.337
1974-06,1.335
1974-07,1.320
1974-08,1.323
1974-09,1.286
1974-10,1.316
1974-11,1.252
1974-12,1.330
1975-01,1.256
1975-02,1.200
1975-03,1.183
1975-04,1.219
1975-05,1.188
1975-06,1.206
1975-07,1.189
1975-08,1.164
1975-09,1.132
1975-10,1.103
1975-11,1.127
1975-12,1.159
1976-01,1.132
1976-02,1.081
1976-03,1.117
1976-04,1.117
1976-05,1.073
1976-06,1.098
1976-07,1.089
1976-08,1.048
1976-09,1.088
1976-10,1.089
1976-11,1.100
1976-12,1.095
1977-01,1.018
1977-02,1.027
1977-03,1.067
1977-04,1.064
1977-05,1.061
1977-06,1.158
1977-07,1.056
1977-08,1.070
1977-09,1.062
1977-10,1.051
1977-11,1.020
1977-12,1.050
1978-01,1.002
1978-02,1.016
1978-03,1.007
1978-04,1.022
1978-05,1.088
1978-06,0.961
1978-07,1.036
1978-08,0.966
1978-09,0.999
1978-10,1.045
1978-11,1.013
