"code";"parentCode";"level";"name";"shortName";"notes";"validFrom";"validTo"
"01";"A";"2";"Crop and animal production, hunting and related service activities";"";""
"01.1";"01";"3";"Growing of non-perennial crops";"";""
"01.2";"01";"3";"Growing of perennial crops";"";""
"01.3";"01";"3";"Plant propagation";"";""
"01.4";"01";"3";"Animal production";"";""
"01.5";"01";"3";"Mixed farming";"";""
"01.6";"01";"3";"Support activities to agriculture and post-harvest crop activities";"";""
"01.7";"01";"3";"Hunting, trapping and related service activities";"";""
"01.11";"01.1";"4";"Growing of cereals, other than rice, leguminous crops and oil seeds";"";""
"01.12";"01.1";"4";"Growing of rice";"";""
"01.13";"01.1";"4";"Growing of vegetables and melons, roots and tubers";"";""
"01.14";"01.1";"4";"Growing of sugar cane";"";""
"01.15";"01.1";"4";"Growing of tobacco";"";""
"01.16";"01.1";"4";"Growing of fibre crops";"";""
"01.19";"01.1";"4";"Growing of other non-perennial crops";"";""
"01.21";"01.2";"4";"Growing of grapes";"";""
"01.22";"01.2";"4";"Growing of tropical and subtropical fruits";"";""
"01.23";"01.2";"4";"Growing of citrus fruits";"";""
"01.24";"01.2";"4";"Growing of pome fruits and stone fruits";"";""
"01.25";"01.2";"4";"Growing of other tree and bush fruits and nuts";"";""
"01.26";"01.2";"4";"Growing of oleaginous fruits";"";""
"01.27";"01.2";"4";"Growing of beverage crops";"";""
"01.28";"01.2";"4";"Growing of spices, aromatic, drug and pharmaceutical crops";"";""
"01.29";"01.2";"4";"Growing of other perennial crops";"";""
"01.30";"01.3";"4";"Plant propagation";"";""
"01.41";"01.4";"4";"Raising of dairy cattle";"";""
"01.42";"01.4";"4";"Raising of other cattle and buffaloes";"";""
"01.43";"01.4";"4";"Raising of horses and other equines";"";""
"01.44";"01.4";"4";"Raising of camels and camelids";"";""
"01.45";"01.4";"4";"Raising of sheep and goats";"";""
"01.46";"01.4";"4";"Raising of swine and pigs";"";""
"01.47";"01.4";"4";"Raising of poultry";"";""
"01.48";"01.4";"4";"Raising of other animals";"";""
"01.50";"01.5";"4";"Mixed farming";"";""
"01.61";"01.6";"4";"Support activities for crop production";"";""
"01.62";"01.6";"4";"Support activities for animal production";"";""
"01.63";"01.6";"4";"Post-harvest crop activities and seed processing for propagation";"";""
"01.70";"01.7";"4";"Hunting, trapping and related service activities";"";""
"01.110";"01.11";"5";"Growing of cereals, other than rice, leguminous crops and oil seeds";"";""
"01.120";"01.12";"5";"Growing of rice";"";""
"01.130";"01.13";"5";"Growing of vegetables and melons, roots and tubers";"";""
"01.140";"01.14";"5";"Growing of sugar cane";"";""
"01.150";"01.15";"5";"Growing of tobacco";"";""
"01.160";"01.16";"5";"Growing of fibre crops";"";""
